1397	-0.16004303,0.27511236,-0.30155203,-0.21335599,0.20868456,0.07542808,0.07260051,-0.14323896,-0.11487375,0.6544236,0.14688161,-0.10254759,0.087981775,-0.30040622,0.3836165,0.43156245,-0.39191034,0.13192232,-0.08267913,0.28000262,0.35024232,-0.21189827,-0.17332347,-0.19282016,0.6228558,0.5672156,0.07586764,0.005145249,-0.12442319,0.23277695,-0.2227892,-0.24011292,-0.12197185,-0.66741484,-0.037217468,0.10831623,-0.22312362,0.24725282,-0.07490175,-0.03119399,0.5967772,-0.081308514,0.23298325,0.29026657,-0.06541818,0.30347338,-0.082517326,0.14886355,-0.102753274,-0.22389325,-0.07543102,-0.13966878,-0.2652859,-0.58410543,-0.041243616,-0.31388393,-0.07692936,0.09586957,0.24947718,0.25698304,0.4408804,-0.04359412,0.3599247,0.15661071,-0.3980421,-0.07443326,-0.5328628,-0.49889407,0.17012052,-0.26641357,0.24525587,0.12118825,0.23484929,-0.3775373,-0.18301845,-0.21341905,0.03799009,0.19898847,-0.061396375,-0.00082096906,0.22839785,-0.092719175,-0.25113606,0.449211,-0.078808226,-0.022489142,0.23958212,0.4905294,0.011045994,0.74680424,0.008822838,0.022369986,0.02895358,-0.2331003,-0.1281875,-0.39583588,-0.25659874,0.32212296,0.5539909,-0.20067975,-0.12335819,0.14094642,0.040800735,-0.26503414,-0.16998115,0.07474663,-0.2262124,-0.31720778,-0.26028174,0.038162585,-0.19555265,0.5607914,0.09045945,0.29278392,-0.17857915,-0.030164009,-0.21047236,-0.37194917,0.014077942,-0.1778321,0.1612838,-0.45490828,0.059439156,0.16645819,-0.11970877,-0.3566325,0.23406029,-0.05918791
1470	0.09786338,0.27301696,-0.26986656,-0.25024554,0.14749405,0.025787244,0.52380055,-0.15129408,0.26423785,0.6916133,0.6595642,-0.0730524,-0.031629447,-0.2853759,0.6123041,0.3227031,-0.15099414,0.37027645,0.098817356,0.42399463,0.24218255,-0.3249848,-0.026107896,-0.24045502,0.72875047,0.20460783,0.3728015,-0.20042774,-0.46798596,0.29115966,-0.08806743,-0.27115044,-0.049668923,-0.80272615,-0.24245015,0.28701898,-0.14802942,0.38344148,-0.22561283,0.09463401,0.24580763,-0.22468536,0.42572448,0.37250468,-0.11363705,-0.2469213,-0.2350501,-0.085786544,0.17259113,-0.3076889,0.1273903,0.021496734,-0.18857485,-0.5416518,-0.114758514,-0.07832622,0.0947563,0.46251005,0.11053162,0.24938163,0.23741332,-0.40865183,0.57361865,0.018361187,-0.10902454,-0.22970273,-0.4592844,-0.21974704,-0.23290248,0.17192172,-0.15215085,0.12419443,0.41754535,-0.1378357,-0.4261801,-0.09575927,0.15302998,0.21948254,0.25829184,0.27599832,0.028296093,-0.20435494,-0.28574476,0.35382587,-0.011757647,-0.06875809,0.18996233,0.46934634,-0.26837224,0.5861461,-0.37607792,0.14362699,0.16811773,0.2569033,-0.28770643,-0.26747927,0.31454825,-0.039948102,0.59526753,-0.49358404,-0.010538269,0.09079335,-0.062402546,-0.05080091,-0.07457117,-0.09977246,-0.19550581,-0.2145984,0.14650056,0.18186043,-0.03500102,0.21693033,-0.024262555,0.24015744,-0.1888339,-0.2834268,0.08941689,-0.35341924,-0.0040194564,-0.010755796,0.08813947,-0.47356346,0.27225292,0.23756863,-0.29981,-0.20718397,0.21977277,0.07112531
362	-0.06468849,0.023488494,-0.13162525,-0.17256248,0.04617288,0.048503444,0.11359006,0.048228726,-0.09021334,0.24040885,0.01978249,-0.048240207,0.15417837,-0.18802916,0.27398288,0.116813645,-0.09941254,0.22553734,0.036430743,0.034425993,0.02620384,-0.20231293,-0.07275683,-0.2643622,0.36438227,0.3570715,0.040162273,-0.014849156,-0.06713038,0.13670403,-0.08736569,-0.04718697,-0.19085318,-0.5640098,0.020595657,0.22672962,-0.16257785,0.072069936,-0.12542109,0.1450423,0.2598282,-0.044046484,0.1770198,0.21743494,0.032587357,0.23341338,-0.06337707,-0.02121924,-0.17010635,-0.18164712,-0.16632661,0.02286577,-0.16911341,-0.18051569,-0.11172352,-0.1939035,0.014812622,0.19322632,0.13482305,0.062970355,0.040721614,-0.09242314,0.19783838,0.09537194,-0.12893614,0.03130079,-0.27580094,-0.09809333,-0.030967755,-0.11595537,0.18254144,0.016063236,0.2464298,-0.04038354,0.14453518,-0.15286772,0.10593225,0.23586063,0.16883107,-0.08885061,0.018175898,0.15261783,-0.09901104,0.23868307,0.074417666,0.05375906,0.11713793,0.4822659,0.011457435,0.42856473,-0.036817733,-0.03352827,0.034243952,-0.022946957,-0.044415478,-0.048512664,-0.14303857,0.090329826,0.4998868,-0.20398565,0.023326838,-0.0057946234,-0.0857365,-0.019951077,-0.23078062,-0.04789488,0.07190412,-0.15364458,-0.038791426,-0.021880414,-0.22849718,0.24741852,0.07847365,0.25207907,0.013019589,0.10146091,-0.091056585,-0.1958942,0.061844062,-0.23338772,0.20600978,-0.188495,0.2316956,0.1734024,-0.07931642,-0.04408033,0.16400962,-0.02662493
226	-0.29643223,-0.36146694,-0.27416143,0.06305467,0.06008934,0.22020434,-0.260134,0.3131589,-0.0077547072,0.5480066,0.63290614,0.40065157,0.23297006,0.010763811,0.1825429,0.08542462,-0.23437217,0.6436573,0.25529706,-0.15847011,0.025540033,-0.48150453,-0.25158846,0.08607091,0.08012556,0.4038116,0.23459244,0.21386112,-0.06024042,0.074917495,-0.24301746,-0.31349042,-0.5042239,-0.41886693,-0.06652966,0.49342388,-0.46992284,0.077733226,0.09368026,-0.43582314,0.2818984,0.05923166,0.14454654,0.119081296,-0.24361381,-0.30757925,0.12951274,-0.12179724,0.19209066,-0.1310101,-0.3133148,-0.57983124,0.073889546,-0.7020842,-0.057399534,-0.33942708,0.016202275,0.19588734,0.36017513,0.6241493,-0.25839287,0.28479546,0.17890537,0.30840158,-0.39097646,-0.3249769,-0.5332012,0.044689517,-0.10618222,0.06824345,-0.014848744,-0.17871279,0.12248662,-0.23704275,0.29054496,0.03987492,0.21852185,-0.17368543,0.30149943,0.14281607,0.27416545,-0.0481925,-0.18160747,-0.056681093,-0.4767557,-0.5000669,0.17396665,0.3287553,0.03389623,0.36249697,0.41013896,0.27539098,0.33647293,-0.25679398,-0.155633,-0.14357574,-0.08563682,0.098658025,0.046536747,-0.35027993,-0.5377021,-0.17023784,0.027513904,0.004648608,-0.1744279,0.12566933,0.05927569,0.01252598,-0.22714965,-0.0985844,-0.47089222,0.07284381,0.0039694025,0.023663469,-0.1019693,0.07314667,0.24350196,0.12220861,-0.07451867,0.056707926,-0.1620182,-0.76705664,0.17483987,0.15946311,0.062522836,0.11627332,0.10970146,-0.2310604
750	-0.016722895,0.35797969,-0.24168748,-0.410404,0.10684365,-0.016221346,0.30962384,-0.10586709,0.0111503685,0.6303443,0.18691616,-0.21168771,0.01693135,-0.25763488,0.6214314,0.2914069,-0.21018831,0.05122773,-0.18461613,0.48169062,0.35847342,-0.02461224,-0.46971694,-0.21130076,1.0235871,0.21715009,0.24061073,-0.24136306,-0.5611145,0.39884105,0.2080438,0.051304795,0.1330005,-0.7541511,-0.056545526,0.10509423,0.00851617,0.34003225,-0.33823138,0.23354915,0.10884532,-0.4137162,0.3452514,0.34214017,-0.12086835,0.29208404,-0.23006617,0.2809927,-0.43054962,-0.19510753,0.09506801,0.27771422,-0.15655588,-0.5354767,-0.2103718,-0.13596402,-0.010020371,0.010563565,0.10245539,0.100188255,0.4949704,-0.26359043,0.49874824,0.28593436,-0.20739938,0.025937002,-0.29295114,-0.3094754,-0.3309776,-0.17711538,0.029452281,0.31992388,0.4548108,-0.35673052,-0.1426189,-0.1339786,0.19786635,0.31370062,-0.03797524,0.09932073,0.075233504,-0.041673854,-0.4167859,0.357754,-0.12282847,0.20012784,0.24636754,0.26677772,0.22721606,0.14516376,-0.39999545,0.26840916,0.21728642,0.24735942,-0.19170237,-0.3024324,0.1230364,-0.13422956,0.44139153,-0.7562166,0.12639521,0.26060575,-0.14146169,-0.10365,-0.23584306,-0.15508944,-0.16401519,-0.22560571,0.16568795,0.26824075,-0.074460395,0.50253767,-0.064802445,0.32811636,-0.20468102,-0.19512746,-0.05166978,-0.5213298,-0.1761826,-0.28886005,0.036370896,-0.32684332,-0.019828007,0.24735777,-0.33118793,-0.4275005,0.50899607,0.11389192
489	-0.15489694,0.017362485,-0.30746853,-0.08916428,0.16994108,-0.02216728,0.1487745,0.20376529,0.00060129253,-0.10415875,-0.31330323,0.14711764,0.40230763,-0.22148164,-0.014758954,-0.14637537,0.20210506,-0.0112941535,0.22210197,-0.14675306,-0.11471156,-0.1038494,0.09197911,-0.20207728,0.4511354,-0.041402955,0.008395915,-0.26444808,0.017839346,0.2068338,-0.039064195,0.047650773,0.0352548,-0.12792017,0.31090942,0.31390986,-0.09776978,0.15514733,-0.2172107,-0.041417915,-0.14199454,-0.30896702,-0.30222592,0.26942447,0.23407876,0.18053092,-0.2968223,-0.32024023,-0.18597323,-0.14304347,-0.090262875,0.15512253,-0.17701001,-0.046913702,-0.14085019,-0.012520205,0.33732066,0.033561632,0.13047831,0.38213548,0.25955763,0.039603084,0.20345072,0.12403352,-0.7054262,0.38815042,-0.12353897,-0.11917312,-0.21809457,-0.14135672,-0.15146938,-0.4422113,0.0059796087,0.1532227,0.14637297,0.17207624,0.013425111,0.014967451,0.08660945,0.12001472,-0.20792818,0.4068375,-0.18085748,-0.041000485,-0.30827385,-0.027219286,-0.04120904,-0.064509794,0.47282094,-0.27242607,-0.047424644,0.04387103,-0.17356122,0.16478537,0.058289688,0.15496854,-0.0022823699,-0.011572734,0.38714358,0.051280797,-0.11527489,-0.08207435,0.037294526,0.3288799,-0.21845846,0.31889853,0.39922875,-0.059450153,0.17517534,0.037330728,-0.35552052,0.3011675,-0.3675074,0.039851382,-0.04325362,-0.15687102,-0.20815146,-0.10551793,-0.2353359,-0.16762151,0.34876755,-0.021902116,0.18603334,0.026472285,0.3636832,-0.20044823,-0.17592108,0.18616883
1462	-0.16545676,-0.17476487,-0.12845807,0.04445948,-0.09191552,0.055344414,-0.35455027,0.009636935,-0.31272784,0.5137363,0.28259552,-0.07351486,0.41798282,0.008092743,0.020147035,0.4898662,-0.28992972,0.4819894,0.335239,-0.08071107,0.49656212,-0.24659748,-0.45212102,0.118946776,0.044953927,0.4713745,0.14120941,0.17568599,0.014029036,-0.1813562,-0.14148712,-0.21462128,-0.556344,-0.24960367,-0.075782195,0.052038442,-0.14872618,0.29670185,-0.1404169,-0.21681571,0.16876557,-0.05330703,0.37779173,-0.037640817,-0.20325406,-0.107897505,0.106497094,0.12656069,0.16799857,0.09426212,-0.43810925,-0.40303352,0.0036469374,-0.44189373,-0.027278794,-0.26958334,-0.028838474,-0.1090797,0.17484663,0.31284913,-0.039757505,0.22737943,0.19101195,0.3597241,-0.30745044,-0.3635763,-0.30875605,-0.25065118,0.26546988,-0.093838826,0.12843002,0.09680905,0.015983623,-0.294336,0.19019224,-0.11130936,-0.07115233,0.124566145,-0.12744732,-0.12097285,0.1476733,-0.15157431,-0.09053122,0.24554355,-0.20773582,-0.4347253,0.3651214,0.43492132,-0.03615066,0.29705653,0.36783767,0.23683284,0.21186206,-0.3553913,-0.066823944,-0.3112969,-0.1928086,0.069159836,0.34704417,-0.20788817,-0.46960193,-0.09162987,0.08859393,-0.20518295,-0.381372,0.14891116,-0.20232694,-0.43976876,-0.36727375,0.04468908,0.02220926,0.31129518,0.03848982,0.06787535,0.03717182,0.07078644,-0.0047760396,0.09134971,0.08961233,-0.17648728,-0.1045864,-0.66921836,-0.098597445,-0.031970497,0.09085565,-0.15524009,0.09957019,-0.03464837
1713	-0.024245078,0.022698559,0.012951576,-0.018340893,0.010699883,0.042474978,0.016422197,0.03857455,0.032949198,-0.012774083,0.016562525,-0.0069021424,-0.0015109247,-0.01747231,0.004236648,0.012061905,0.028955223,-0.03197887,-0.030125147,-0.0050750035,-0.02565667,0.023192283,0.012569309,0.00022590885,0.02826008,-0.036774427,-0.02952298,0.010833266,-0.06039077,0.014452176,0.06343759,0.02909812,0.013080446,0.066992566,-0.017689658,-0.019475011,0.04167865,-0.034133025,0.019711724,0.0024228366,0.01693687,-0.002800075,-0.07839343,-0.0062336894,-0.035295773,0.00931049,0.008673126,0.03706949,0.008616128,-0.025167588,0.08540964,0.02290239,0.019864045,-0.02306728,0.009417309,0.0079221735,-0.022619007,-0.024342587,0.00026678393,0.012637403,0.010122445,0.019000206,-0.0023992546,0.024498494,-0.0090625,-0.02581048,0.021078201,0.011881938,0.0074964277,-0.012653872,-0.028085234,0.03299051,0.0119933225,-0.0026166446,-0.01703857,0.030596875,0.014978639,-0.05767546,-0.007919117,-0.0073169065,-0.01383051,0.012740549,-0.05204173,-0.07200625,-0.014655891,0.043608125,-0.0037365593,-0.047362186,0.05559869,-0.09274358,-0.04377817,-0.021971567,-0.036121942,0.0021257445,-0.023960255,0.00075341907,-0.005013825,0.03823969,-0.034330577,-0.04916646,0.015644036,0.042118914,0.0039279535,0.058726847,0.076443434,0.0021261056,0.013851426,0.01785036,0.011334134,-0.03644688,0.0021230143,-0.0019874182,-0.008676405,-0.016862566,0.033798147,-0.0030754707,0.05496165,0.0049997056,-0.066646256,0.019418225,-0.021108646,0.038660355,-0.03829429,0.047025647,-0.028732054,0.009812592,0.014031931,0.002615192
393	-0.117452644,0.03648631,-0.12380427,0.092293136,0.001954185,-0.21946749,0.12882511,-0.17159781,0.12841377,-0.2944939,-0.11338838,0.12806678,-0.20168436,0.14891857,0.37883994,0.040069427,-0.099262945,0.036488146,-0.33250034,0.19064298,-0.10293877,-0.06309818,-0.19267432,-0.2925041,0.13571993,-0.16692764,0.1542976,-0.026000045,-0.2620701,-0.0010326208,0.12753797,-0.084135845,-0.13342904,0.10786079,-0.114854045,0.20402896,-0.3919842,0.069892205,-0.2575631,0.46796685,0.14811002,-0.1725921,-0.22358784,0.072686024,-0.17817146,0.18523572,0.21502665,0.017683905,0.023186518,0.13542624,0.35615322,0.5334744,-0.3122754,-0.14790513,-0.541502,0.08291137,0.11504877,-0.39009854,0.19312494,-0.15638399,-0.3887974,0.007674778,-0.09480105,-0.11499618,0.09309974,-0.20096369,-0.019686235,0.023892479,-0.16090769,-0.28044528,-0.017330151,-0.15394692,-0.17103954,-0.27388123,-0.17414598,0.11307619,0.15573372,-0.006805745,-0.6457151,0.12409063,-0.28823835,0.09518837,-0.47000518,-0.13972852,-0.3289086,0.27785748,-0.08315925,-0.15917322,-0.009832613,-0.457902,-0.0038571816,-0.1475151,-0.050945796,-0.6828324,-0.065949835,-0.3693593,0.037537962,0.06649993,-0.06889414,0.3123269,-0.007113842,-0.063324675,0.02263359,0.08778483,-0.06033445,0.06679167,0.033527818,-0.01904582,0.12438534,0.17958695,-0.14473219,0.06835559,-0.02073054,0.27772093,0.06252878,0.26199952,0.14850475,-0.015871685,0.24912879,0.06110013,0.39241883,-0.12767795,0.1239578,0.25262773,0.31388995,-0.15430376,-0.045910668,-0.17605263
445	-0.20231098,0.096580215,-0.053247295,-0.119836815,0.056766428,0.01623484,0.2573707,0.21062185,0.03899458,-0.08487611,0.3943231,-0.25495526,0.0031429164,0.111757636,0.23262687,0.19262119,0.099536866,0.060392506,-0.24834788,-0.010168427,0.04052555,0.10790746,-0.2535303,-0.10406972,0.3547682,-0.28700402,-0.10567579,-0.046300966,-0.549764,-0.10767287,0.25508872,0.05164271,-0.07109267,0.009057137,-0.11794059,0.14496414,-0.041775253,-0.02538677,-0.061418556,0.38178766,0.035433743,-0.14667912,-0.29975125,-0.067230426,0.021312833,0.058641948,-0.117091104,0.119895294,-0.13819408,-0.01746639,0.15613641,0.35605344,-0.034470968,-0.39450666,-0.44903824,0.17092304,-0.0708732,0.027957618,-0.11819161,-0.03805265,0.1480316,0.0036826588,0.0013208068,0.07948725,0.109855555,-0.18107855,0.09585149,0.007826962,-0.16638908,-0.3849644,0.07332148,0.08639021,-0.043222327,-0.20422406,0.010697867,0.3647841,0.12397954,-0.21059436,-0.46882913,0.094203256,-0.13723603,0.08552365,-0.492908,-0.35613328,-0.15723182,0.2236103,-0.12358441,0.13219506,0.267165,-0.58760226,-0.28955036,0.15790185,0.056881566,-0.04873448,-0.14838533,0.1510492,0.17224395,0.21032655,0.22481394,-0.3310237,-0.098983,0.007528818,0.07492048,0.20254602,0.27520064,-0.14943488,0.096546724,-0.18121424,0.13132009,-0.11859472,0.060603518,0.26440674,-0.16622151,0.052602552,0.36701125,0.11676825,0.1300782,0.037110347,-0.041417208,-0.17373407,0.044686597,-0.20349121,-0.022147248,0.47917843,0.088844806,-0.004921779,0.21727662,-0.144294
